listing_id,price,borough,neighbourhood,price_per_month,latitude,longitude,description,room_type,host_name,last_review,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,booked_days_365
510218,185,Manhattan, Upper West Side,5627.083333,40.79218,-73.97926,Spacious Upper West Side 1-Bedroom,entire home/apt,Margaret,2019-06-18,2,165,1.92,1,259,106
512209,800,Brooklyn, Brooklyn Heights,24333.33333,40.69964,-73.99299,Your own townhouse in Bklyn Heights,entire home/apt,Amy,2019-01-01,3,60,0.7,1,67,298
512210,349,Brooklyn, Crown Heights,10615.41667,40.67709,-73.95237,The Brooklyn Woodworker 3bdrm/2bth,entire home/apt,Rich,2019-06-22,2,320,3.85,1,260,105
512775,350,Queens, Long Island City,10645.83333,40.75296,-73.93716,The Cottage / 1500 sqft. of Privacy,entire home/apt,Richard,2019-06-11,2,182,2.2,1,272,93
513688,350,Brooklyn, Boerum Hill,10645.83333,40.68586,-73.9809,Boerum Hill Brownstone Garden Duplx,entire home/apt,Tiffany,2019-07-07,2,134,1.56,1,56,309
514457,150,Brooklyn, Bedford-Stuyvesant,4562.5,40.68543,-73.93838,Brownstone Beauty with Deck,entire home/apt,Richard,2019-05-26,10,10,0.17,2,185,180
515392,200,Manhattan, Chelsea,6083.333333,40.74348,-73.9998,Beautiful Brand New Chelsea Studio,entire home/apt,Michael,2019-06-02,1,60,0.78,1,260,105
516452,99,Brooklyn, Fort Greene,3011.25,40.68679,-73.97378,"Big, Bright, and Beautiful",entire home/apt,Catrinel,2019-05-12,30,5,0.06,1,242,123
516791,90,Brooklyn, Kensington,2737.5,40.64625,-73.97932,Lovely Brooklyn Apt,entire home/apt,Bethany,2019-05-22,10,33,0.39,1,269,96
518566,82,Manhattan, Upper East Side,2494.166667,40.77108,-73.95967,"Gorgeous, charming Upper East private room",private room,Andrea,2019-05-15,3,10,0.13,2,251,114
518576,250,Brooklyn, Bedford-Stuyvesant,7604.166667,40.68812,-73.94627,3 bedroom duplex apt with backyard,entire home/apt,Stephanie,2019-07-02,30,62,0.73,3,292,73
518960,90,Manhattan, Harlem,2737.5,40.82823,-73.94691,Cozy and quiet with secret garden,entire home/apt,Federico,2019-07-04,4,266,3.17,1,150,215
519310,75,Queens, Woodside,2281.25,40.74377,-73.91225,YOU ROOM IN NYC,private room,Janina,2019-07-07,2,251,2.92,2,317,48
521672,89,Brooklyn, Williamsburg,2707.083333,40.71423,-73.95305,Luxury Loft in Creative & Fun Apt,private room,Glace,2019-06-21,4,160,1.92,1,23,342
521806,69,Queens, Rego Park,2098.75,40.72719,-73.86166,Airy 1BR nice area Queens nr subway,entire home/apt,Anya,2019-05-17,5,5,0.1,1,4,361
522081,170,Manhattan, Chelsea,5170.833333,40.74341,-73.99298,Guest Room in Art Loft in Chelsea,private room,Asher,2019-06-14,2,183,2.19,2,254,111
524111,118,Manhattan, East Village,3589.166667,40.72915,-73.98019,"Convenient East Village Studio,",entire home/apt,Leigh,2019-06-24,3,141,1.66,1,13,352
525120,135,Manhattan, Chelsea,4106.25,40.74767,-74.01061,Very cute quiet Studio in chelsea,entire home/apt,Noele,2019-05-27,6,42,0.49,1,170,195
525293,250,Bronx, Concourse,7604.166667,40.82822,-73.92439,Yankee Nest,entire home/apt,Chris,2019-07-01,3,119,1.41,1,339,26
525388,200,Brooklyn, Greenpoint,6083.333333,40.73067,-73.955,Greenpoint gypset retreat,entire home/apt,Jenna,2019-06-23,7,20,0.24,1,365,0
526923,265,Manhattan, Flatiron District,8060.416667,40.74129,-73.98374,Come stay in super comfy and cozy!,entire home/apt,Lisbeth,2019-06-15,3,26,0.32,1,341,24
528485,36,Brooklyn, Sunset Park,1095.0,40.66119,-73.98822,lovely private room in South Park Slope,private room,Sing,2019-04-30,10,5,0.07,2,44,321
530431,220,Manhattan, Harlem,6691.666667,40.80654,-73.95019,"Bright, Renovated 1BR in Brownstone",entire home/apt,Larah,2019-07-04,3,194,2.42,1,338,27
530576,93,Manhattan, Upper West Side,2828.75,40.78111,-73.97739,"1bedroom, 70s UWS,brownstone charm",private room,Sandy,2019-06-28,14,88,1.03,1,176,189
531091,109,Queens, Astoria,3315.416667,40.75532,-73.91603,King size bedroom in 2 bed apartment,private room,Dragan,2019-06-19,30,304,3.7,1,0,365
531455,80,Brooklyn, Prospect-Lefferts Gardens,2433.333333,40.66199,-73.96294,Nice one bedroom apartment by the Prospect park,entire home/apt,Gita,2019-06-05,7,23,0.27,1,20,345
532288,295,Manhattan, Greenwich Village,8972.916667,40.73176,-73.99895,A Little West Village Charm,private room,Thomas,2019-06-30,5,103,1.25,3,350,15
532749,280,Brooklyn, Williamsburg,8516.666667,40.71606,-73.95526,"Very Large, Airy, and Bright Loft -Williamsburg",entire home/apt,Matthew,2019-06-21,7,82,0.98,1,41,324
533168,300,Manhattan, Nolita,9125.0,40.72184,-73.9944,Spacious Nolita 2 Bd w/roof garden,entire home/apt,Olivia,2019-06-08,30,92,1.09,1,106,259
533506,99,Manhattan, East Village,3011.25,40.72829,-73.98156,2RW - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt,Adam,2019-07-03,30,66,0.77,6,0,365
533927,225,Manhattan, Chelsea,6843.75,40.74403,-73.99581,Large NYC Chelsea Studio - King Bed,entire home/apt,Michael,2019-06-24,4,153,2.03,1,205,160
535095,90,Brooklyn, Prospect Heights,2737.5,40.6744,-73.96558,Beautiful bedroom in Prospect Heights,private room,Maite & Javi,2019-06-29,7,43,0.52,1,38,327
535352,102,Manhattan, Upper West Side,3102.5,40.79358,-73.97043,Upper West Side 1-bedroom,entire home/apt,Dawn,2019-07-02,3,36,0.5,1,21,344
536578,59,Brooklyn, Bushwick,1794.583333,40.7014,-73.91333,Nice and clean private space in Bklyn loft.,private room,Fabrizio,2019-06-20,10,19,0.27,1,0,365
538344,195,Manhattan, East Village,5931.25,40.72924,-73.98113,East Village Oasis!  1Bd Apt,entire home/apt,David,2019-06-11,2,160,2.31,1,68,297
538590,150,Queens, Astoria,4562.5,40.75919,-73.91836,cozy 2bedroomAPART 10min to MIDTOWN,entire home/apt,De & Claudia,2019-05-15,3,74,0.87,2,365,0
539160,170,Manhattan, Washington Heights,5170.833333,40.83064,-73.94076,Manhattan *SuperHost* Luxury 2 Bdrm Apt Sleeps 6+,entire home/apt,Michelle,2019-04-28,1,47,0.58,2,17,348
540057,185,Manhattan, Harlem,5627.083333,40.82445,-73.95243,Stylish Uptown Westside Apt.,entire home/apt,Kareem,2019-06-13,1,102,1.19,2,91,274
540489,58,Manhattan, Little Italy,1764.166667,40.72006,-73.99579,Large + Bright private bedroom in NoLiTa,private room,Anton,2019-01-20,6,18,0.21,1,0,365
541725,189,Brooklyn, Williamsburg,5748.75,40.71872,-73.96042,"Entire loft, best Williamsburg",entire home/apt,Christina,2019-04-07,4,33,0.44,2,1,364
542054,88,Manhattan, East Village,2676.666667,40.72855,-73.98265,3RW - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt,Adam,2019-06-09,30,60,0.72,6,0,365
542203,195,Manhattan, Hell's Kitchen,5931.25,40.76304,-73.9888,QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN**,entire home/apt,Kj,2019-06-23,3,22,1.61,2,59,306
543792,110,Queens, Ridgewood,3345.833333,40.70878,-73.91727,Studio Apartment Bushwick/Ridgewood,entire home/apt,Sharon And Tom,2019-06-21,5,107,1.25,1,276,89
544131,79,Manhattan, Greenwich Village,2402.916667,40.72987,-74.00082,Heart of Greenwich Village near Bleecker St,private room,F,2019-07-04,4,87,1.02,1,30,335
545651,69,Brooklyn, Prospect-Lefferts Gardens,2098.75,40.65841,-73.95016,COMFORTABLE PRIVATE ROOM FOR RENT,private room,Marvet,2019-05-20,4,19,0.24,3,43,322
546383,55,Queens, Flushing,1672.916667,40.75578,-73.81948,My Little Guest Room in Flushing,private room,Linda,2019-05-25,1,474,5.53,3,332,33
546573,500,Manhattan, Financial District,15208.33333,40.70587,-74.01534,Stunning apt with downtown views!,entire home/apt,Mickey,2019-05-19,2,63,0.75,1,79,286
548133,135,Brooklyn, Clinton Hill,4106.25,40.69073,-73.96762,Chic One-Bedroom Apt,entire home/apt,Shontae,2019-06-01,3,28,0.4,1,211,154
550288,160,Manhattan, Upper East Side,4866.666667,40.78024,-73.94813,Cozy Upper East Side 1 Bedroom,entire home/apt,Brian,2019-02-12,4,16,0.2,1,0,365
550777,210,Manhattan, Upper West Side,6387.5,40.7964,-73.9675,"Lrg1Bdrm, Terrace w/ Cent.Park View",entire home/apt,Kathleen,2019-06-10,3,25,0.3,1,347,18
552141,300,Manhattan, Lower East Side,9125.0,40.71788,-73.98975,Historic sundrenched apt of the Lower East Side,entire home/apt,Greg,2019-06-08,1,45,0.62,1,111,254
552519,185,Brooklyn, Crown Heights,5627.083333,40.67356,-73.9425,Brooklyn Amazing 2bedrm Luxury Apt,entire home/apt,Maurice,2019-06-16,1,215,2.55,3,348,17
552639,220,Manhattan, Harlem,6691.666667,40.81757,-73.94709,Beautiful 2-BDRM Brownstone Apartment,entire home/apt,Historic Harlem,2019-06-22,3,33,0.51,2,174,191
553565,120,Manhattan, Inwood,3650.0,40.86821,-73.92252,Feels like home with park view,entire home/apt,Yah,2019-06-01,10,25,0.3,1,129,236
554165,250,Brooklyn, Gowanus,7604.166667,40.68251,-73.98486,"View of skyline w roof deck, perfect for families!",entire home/apt,Maayan,2019-07-02,2,57,0.67,1,25,340
555206,99,Manhattan, East Village,3011.25,40.72718,-73.9812,Spacious Room/Hip East Village Apt!,private room,Evan,2019-05-26,6,80,1.01,1,0,365
557487,104,Brooklyn, Greenpoint,3163.333333,40.72363,-73.9457,Full apartment close to G & L train,entire home/apt,Lindsey,2019-05-10,11,22,0.26,1,0,365
560078,295,Manhattan, East Village,8972.916667,40.72274,-73.97934,Gorgeous Unique Garden-Terrace-Apt.,entire home/apt,Vana,2019-06-23,3,85,1.02,1,261,104
564184,125,Manhattan, Chelsea,3802.083333,40.73971,-74.00221,CLEAN PRIVATE ROOM IN CHELSEA NYC,private room,David,2019-05-31,2,42,0.5,1,172,193
564447,190,Manhattan, Hell's Kitchen,5779.166667,40.75767,-73.99034,GREAT DEAL IN TIMES SQ./HK,entire home/apt,Matt,2019-06-25,1,195,2.83,1,69,296
564751,76,Manhattan, Upper West Side,2311.666667,40.80165,-73.96287,Artist space for creative nomads.,shared room,Kalae,2019-05-05,2,158,1.91,3,324,41
566712,107,Manhattan, East Village,3254.583333,40.72819,-73.97933,"GREAT EAST VILLAGE LOCATION, ELEVATOR & ROOFTOP!!!",private room,Marianna,2019-06-07,1,115,1.4,1,85,280
566911,80,Brooklyn, Bedford-Stuyvesant,2433.333333,40.68411,-73.93875,Entire 1 Bedroom Apartment Flat Historic Bedstuy,entire home/apt,Sajjad,2019-05-28,4,42,0.49,1,245,120
568661,110,Brooklyn, Bushwick,3345.833333,40.70779,-73.92129,"Bright, Airy Loft Apt in Bushwick",entire home/apt,Jason,2019-06-10,90,32,0.4,1,330,35
568743,151,Manhattan, East Village,4592.916667,40.72603,-73.98751,☆ 2BR East Village ☆ Sleeps 5 | BEST LOCATION ☆,entire home/apt,Seith,2019-07-06,2,214,2.53,3,256,109
570218,130,Brooklyn, Fort Greene,3954.166667,40.68522,-73.97771,Duplex Loft in Fort Greene,entire home/apt,Christopher,2019-05-06,2,11,0.13,1,0,365
570750,180,Brooklyn, Crown Heights,5475.0,40.67391,-73.94039,Fabulous Urban Retreat 2bdr,entire home/apt,Noemie,2019-06-23,2,221,2.6,1,264,101
571564,95,Brooklyn, Crown Heights,2889.583333,40.67436,-73.94807,large spacious room,private room,Ana,2019-06-02,1,123,1.47,3,359,6
573612,79,Manhattan, Harlem,2402.916667,40.81199,-73.95116,"Sunny Private Bedroom by Express Train, Colleges!",private room,Ny,2019-06-16,1,132,1.56,2,335,30
573671,60,Brooklyn, Bedford-Stuyvesant,1825.0,40.68586,-73.9501,Luminous Modern Apt Share for Young Professionals,private room,Ollie,2019-02-23,30,41,0.65,8,245,120
573795,133,Brooklyn, East Flatbush,4045.416667,40.65204,-73.94938,Spacious Stylish  2 Bedroom Suite,entire home/apt,Nkosi,2019-06-06,4,104,1.32,1,338,27
573870,120,Manhattan, Upper West Side,3650.0,40.78292,-73.97438,Central Park West/ 80s One bedroom!,entire home/apt,Brian,2019-05-27,30,18,0.22,5,337,28
575061,120,Brooklyn, Williamsburg,3650.0,40.71603,-73.95665,Your own floor (private) in prime Williamsburg!!,private room,Katherine,2019-06-30,2,143,4.14,1,102,263
577324,54,Queens, Ditmars Steinway,1642.5,40.76961,-73.90451,Stylish 1BR Apartment Quick to Midtown and LGA!,entire home/apt,Dustin,2019-06-15,45,198,2.33,1,80,285
577824,80,Brooklyn, Crown Heights,2433.333333,40.6772,-73.9506,Modern Private 2 BR Near DT Manhattan – 3 stops,private room,Stephon & Luke,2019-05-21,7,10,0.48,1,365,0
578267,96,Manhattan, Chinatown,2920.0,40.71328,-73.99315,*Lovely Bedroom! Big Sunny Apt*Manhattan*,private room,Edel,2019-04-08,19,30,0.36,1,165,200
579716,50,Brooklyn, South Slope,1520.833333,40.66488,-73.98079,Sweet n' Spectacular PARK SLOPE!,private room,Mark And Stoph,2019-07-01,2,201,2.42,1,54,311
580323,75,Manhattan, East Harlem,2281.25,40.78837,-73.94628,Upper East Side 1 LG BR Avail in my Cute 2BR Apt,private room,Melanie,2019-06-30,2,51,0.61,1,77,288
581180,155,Brooklyn, Clinton Hill,4714.583333,40.68232,-73.96501,Beautiful Fresh Studio for Sublet,entire home/apt,Dana,2019-05-26,30,63,0.75,1,249,116
583337,115,Brooklyn, Carroll Gardens,3497.916667,40.67859,-73.99444,Lovely Condo Carroll Gardens/Gowanus,entire home/apt,Ibie,2019-03-09,4,61,0.72,1,15,350
584122,120,Manhattan, Hell's Kitchen,3650.0,40.77032,-73.99493,"PRIVATE ROOM in HELL'S KITCHEN, NYC",private room,Gio/Joey,2019-06-25,2,67,0.8,1,179,186
585369,215,Manhattan, Greenwich Village,6539.583333,40.72692,-73.99948,SOHO/VILLAGE CHARMING STUDIO,entire home/apt,Anna,2019-04-02,30,110,1.3,1,332,33
585491,195,Brooklyn, Crown Heights,5931.25,40.6806,-73.96317,Beautiful Modern Apt in Brooklyn,entire home/apt,Kanan & Tobias,2019-06-18,2,160,1.95,1,255,110
585937,175,Brooklyn, Greenpoint,5322.916667,40.72949,-73.95493,Comfortable 1 Bedroom in Greenpoint,entire home/apt,Alex,2019-06-25,3,102,1.23,2,215,150
587554,200,Manhattan, West Village,6083.333333,40.73041,-74.00326,Warm&Cozy Studio West Village,entire home/apt,Josefina,2019-06-30,7,34,0.41,1,217,148
587698,72,Brooklyn, Gravesend,2190.0,40.60399,-73.97092,Very close to Downtown Awesome Room,private room,Jeffrey,2019-07-06,1,61,0.81,2,335,30
587740,199,Manhattan, SoHo,6052.916667,40.72372,-74.00277,Designer open space in TriBeCa Soho 1000sq ft,entire home/apt,Tom & Jennifer,2019-06-21,60,11,0.13,1,281,84
590903,75,Manhattan, Harlem,2281.25,40.80797,-73.9489,CLOSE TO CENTRAL PRK & EXPRESS TRAINS ABCD 2/3,private room,Wowa,2019-05-05,5,46,0.6,1,343,22
591135,125,Manhattan, SoHo,3802.083333,40.72466,-73.99632,Awesome Place! Amazing Location!!!,private room,T,2019-06-05,1,132,1.75,1,365,0
593292,165,Manhattan, Murray Hill,5018.75,40.75128,-73.97658,Penthouse Studio East 50s Terrace,entire home/apt,Hillary,2019-06-15,1,321,3.93,1,185,180
593320,55,Manhattan, Inwood,1672.916667,40.86345,-73.92039,In Manhattan+1 Small Block to train,private room,Chris,2019-06-12,4,160,1.89,2,79,286
594020,55,Manhattan, Inwood,1672.916667,40.86284,-73.91955,In_Manhattan+1 Small Block to train,private room,Chris,2019-06-03,4,142,1.68,2,179,186
594640,275,Manhattan, Chelsea,8364.583333,40.74026,-74.00079,NYC Chelsea very spacious 1-bedroom apartment,entire home/apt,Markus,2019-06-30,6,61,0.73,1,69,296
596448,129,Brooklyn, Brooklyn Heights,3923.75,40.69082,-73.99281,The Perfect Brooklyn Heights Apt,entire home/apt,Angela,2019-06-14,1,109,1.51,1,261,104
597544,100,Queens, Sunnyside,3041.666667,40.74124,-73.92273,Dream Room in Sunnyside New York,private room,Nancy,2019-03-31,3,28,0.38,1,188,177
597624,120,Brooklyn, Park Slope,3650.0,40.67465,-73.97975,Beautiful apartment in Park Slope,entire home/apt,Onur,2019-05-20,4,14,0.16,1,0,365
598612,500,Brooklyn, Williamsburg,15208.33333,40.72203,-73.95376,Most breathtaking view of Manhattan,entire home/apt,Fabio,2019-06-26,2,250,2.99,1,307,58
600286,180,Brooklyn, Williamsburg,5475.0,40.70397,-73.95536,"lovely, spacious wmsbrg apt w deck",entire home/apt,George,2019-05-13,14,27,0.36,1,312,53
600775,100,Brooklyn, Prospect Heights,3041.666667,40.68084,-73.97429,Sml Rm in pr. Brst in Pk Sl great for Med/students,private room,Kathleen R.,2019-06-27,2,73,0.89,3,257,108
602070,128,Brooklyn, Greenpoint,3893.333333,40.72188,-73.94963,"Amazing Greenpoint/WBurg, BRKLN 1BR",entire home/apt,Zach,2019-05-06,5,38,0.45,1,20,345
606269,249,Manhattan, Hell's Kitchen,7573.75,40.76257,-73.99303,Garden Oasis in the ♥️ of NYC | Steps to Times Sq!,entire home/apt,Heather,2019-05-27,3,35,0.42,1,38,327
607735,300,Brooklyn, Gowanus,9125.0,40.68466,-73.98871,Brownstone Home - BEST BKLYN BLOCK!,entire home/apt,Wendy,2019-04-18,30,63,0.77,3,365,0
607781,120,Manhattan, East Harlem,3650.0,40.79183,-73.94743,"Convenient, Central, Comfortable",entire home/apt,Eric,2019-06-29,7,149,1.78,1,16,349
609559,99,Queens, Elmhurst,3011.25,40.73587,-73.88279,Queens Quality Convenient Apartment,entire home/apt,Rafael,2019-06-23,3,48,0.58,2,301,64
609983,115,Brooklyn, Bushwick,3497.916667,40.69945,-73.92148,Gorgeous 1 Bdrm Haven/Shared Ktchn,entire home/apt,Jonathan,2019-06-19,3,54,0.65,1,3,362
610596,198,Brooklyn, Gowanus,6022.5,40.67376,-73.99648,Chateau Gowanus,entire home/apt,"Christopher, Samantha And Mason",2019-06-08,2,103,1.62,1,299,66
611009,199,Manhattan, East Village,6052.916667,40.7256,-73.97857,HUGE East Village 2 Bd w/Priv Yard,entire home/apt,Deborah,2019-06-24,3,243,2.95,1,142,223
612936,125,Manhattan, Upper West Side,3802.083333,40.79196,-73.97065,1 FLOOR OF A BROWNSTONE WITH GARDEN,private room,Lori & John,2019-06-18,3,93,1.17,1,58,307
613528,80,Manhattan, Harlem,2433.333333,40.81726,-73.94583,Full-Service Studio Apt in Brownstone/Townhouse,entire home/apt,Historic Harlem,2019-07-01,2,54,0.74,2,193,172
613818,35,Brooklyn, Cypress Hills,1064.583333,40.68375,-73.87065,Small Private Room # 1 with Window,private room,Masud,2019-05-22,28,88,1.05,4,326,39
618916,200,Brooklyn, Prospect Heights,6083.333333,40.68066,-73.96644,Brooklyn Carriage House,entire home/apt,Cath,2019-04-28,4,11,0.13,1,0,365
619122,64,Brooklyn, Williamsburg,1946.666667,40.71447,-73.95237,Big Sunny Williamsburg 14ft Ceilings w Half Bath,private room,Zack,2019-05-30,30,17,0.26,2,230,135
624222,136,Manhattan, Harlem,4136.666667,40.80352,-73.95127,"Spacious apt in South Harlem, steps to subways !",entire home/apt,Aida,2019-04-27,2,15,0.18,2,6,359
625365,125,Brooklyn, Prospect-Lefferts Gardens,3802.083333,40.65826,-73.95951,"In the heart of Prospect Park, BK!",entire home/apt,Zhenia,2019-01-01,4,40,0.57,1,29,336
627432,165,Manhattan, East Village,5018.75,40.7324,-73.98577,"In the Hub of Union Square, NYC",entire home/apt,Carlita,2019-05-06,7,57,0.68,1,32,333
628227,148,Manhattan, Hell's Kitchen,4501.666667,40.7592,-73.99133,Ti me Square Stylish 1 Bedroom,entire home/apt,Sag,2019-05-24,4,57,0.69,1,0,365
629949,80,Manhattan, Upper East Side,2433.333333,40.77975,-73.94977,1 BR - Garden - Broadway?,private room,Ken,2019-06-27,1,160,1.9,1,319,46
630034,119,Brooklyn, Bedford-Stuyvesant,3619.583333,40.68517,-73.95563,Sal's bnb,entire home/apt,Lascell,2019-06-23,2,85,1.02,1,338,27
633276,89,Queens, Long Island City,2707.083333,40.74609,-73.94691,"Jacuzzi Suite, Minutes to Times Sq.",private room,Karl & Catherine,2019-06-22,1,165,1.99,2,50,315
635114,225,Manhattan, Greenwich Village,6843.75,40.72812,-74.00191,NYC - Heart of Greenwich Village,entire home/apt,Peter,2019-05-02,4,51,0.62,1,172,193
635282,165,Brooklyn, Williamsburg,5018.75,40.71657,-73.96264,"Huge factory loft, prime location",entire home/apt,Misty,2019-06-17,2,179,2.2,1,0,365
635662,60,Brooklyn, Windsor Terrace,1825.0,40.65193,-73.97301,bedroom in front of prospect park  w/2 queens beds,private room,Jose,2019-06-15,2,206,2.49,2,86,279
637228,80,Brooklyn, Bushwick,2433.333333,40.70074,-73.92333,"Beautiful, bright room w/priv bath",private room,Daniel,2019-06-23,14,2,0.11,1,67,298
639199,299,Staten Island, Tottenville,9094.583333,40.50868,-74.23986,"Beautiful 4BR/4BA Home, Staten Island, NY City.",entire home/apt,Marina,2019-07-08,3,59,0.82,1,245,120
639781,200,Manhattan, East Village,6083.333333,40.72389,-73.98934,East Village 1 Bedroom Apartment,entire home/apt,Jack,2019-01-05,6,1,0.16,1,128,237
640691,120,Brooklyn, Cobble Hill,3650.0,40.68648,-73.99257,Homey Townhouse + PRIVATE Bathroom,private room,Chris & Don,2019-06-23,3,254,3.05,1,271,94
640990,65,Manhattan, East Harlem,1977.083333,40.79512,-73.93182,Cozy E. Harlem Brownstone PH,private room,Diego,2019-04-06,2,129,1.56,2,32,333
642682,120,Brooklyn, Bedford-Stuyvesant,3650.0,40.69382,-73.95002,Up Among the Trees 2,entire home/apt,Mateo And Anna,2019-04-21,20,32,0.68,1,149,216
643948,60,Manhattan, Inwood,1825.0,40.87114,-73.91791,Luxe Queen Size Bed*Cozy Elegance*Inwood Manhattan,private room,Grace,2019-07-03,2,261,3.16,1,156,209
644833,433,Manhattan, Harlem,13170.41667,40.82312,-73.94971,3 Bedroom 2.5  Bath Multilevel Home,entire home/apt,James,2019-06-03,5,108,1.44,2,318,47
644869,79,Manhattan, Harlem,2402.916667,40.8224,-73.94358,Luxury Doorman Building! w/Pvt Bath,private room,Steven,2019-06-30,3,9,0.11,1,329,36
645075,140,Manhattan, Hell's Kitchen,4258.333333,40.76376,-73.99161,"Hell's Kitchen, Midtown west!",private room,Brian,2019-06-24,2,248,2.99,1,0,365
645693,61,Queens, Astoria,1855.416667,40.75703,-73.91666,☆☆New Discount☆☆ Beautiful Room / Next to Subway,private room,Daniel,2019-06-22,4,107,1.29,2,335,30
645942,250,Manhattan, Nolita,7604.166667,40.72294,-73.99388,Amazing NY apartment in SoHo/Nolita,entire home/apt,Mathilde,2019-06-02,4,43,0.52,1,347,18
646458,73,Brooklyn, Williamsburg,2220.416667,40.71256,-73.96626,Room in Williamsburg Loft - Long Stays,private room,Carmen,2019-05-13,6,6,0.07,2,310,55
647413,150,Brooklyn, Prospect Heights,4562.5,40.6795,-73.9685,Charming 1 bedroom Apt in Brooklyn,entire home/apt,Ede,2019-04-06,3,18,0.26,1,68,297
647520,234,Manhattan, NoHo,7117.5,40.7256,-73.99445,Charming 1br in of NYC's best Neighborhood!,entire home/apt,Jon,2019-04-30,20,29,0.37,1,302,63
648047,65,Manhattan, Gramercy,1977.083333,40.737,-73.98199,"Cute, comfortable room in Gramercy",private room,Jernee,2019-07-01,4,161,1.92,1,182,183
648246,195,Brooklyn, Williamsburg,5931.25,40.71227,-73.96776,Spacious Brooklyn Loft w/ River View,entire home/apt,Karina,2019-04-28,1,39,0.47,1,270,95
651375,595,Manhattan, SoHo,18097.91667,40.72381,-73.99684,"Spacious, rare, elegant, art-filled loft w sauna",entire home/apt,Lisa,2019-06-27,5,59,0.77,1,169,196
651475,109,Manhattan, Gramercy,3315.416667,40.73337,-73.984,"Comfortable, clean & quiet in EV",private room,Casper,2019-06-20,1,323,3.89,1,276,89
651648,200,Brooklyn, Clinton Hill,6083.333333,40.68304,-73.96348,One Bedroom Apartment in an 1879 Brownstone,entire home/apt,Edward,2019-05-21,3,56,0.96,1,365,0
654005,349,Manhattan, Upper West Side,10615.41667,40.78363,-73.97797,Charming 2 Bdrm UWS w/ private deck,entire home/apt,Kate,2019-06-18,3,58,0.7,1,341,24
654612,160,Manhattan, Hell's Kitchen,4866.666667,40.76803,-73.98767,THE HEART OF ART IN THE HEART OF NY,entire home/apt,Kathleen,2019-05-23,2,83,1.01,1,105,260
655230,149,Manhattan, Chinatown,4532.083333,40.71695,-73.99031,Be in NYC's best: Lower East Side!,entire home/apt,Connie,2019-06-03,4,12,0.14,1,203,162
655783,285,Manhattan, Midtown,8668.75,40.75663,-73.96681,Chic Luxe 1BR 1.5BA 900sf -Midtown,entire home/apt,Alana,2019-07-06,7,10,3.53,1,0,365
656281,72,Brooklyn, Kensington,2190.0,40.64573,-73.98013,"QUIET, SPACIOUS, COMFORTABLE, & GREAT LOCATION",private room,Manon,2019-02-28,1,48,0.59,1,312,53
657005,150,Manhattan, West Village,4562.5,40.74004,-74.00426,Charming West Village Pad,entire home/apt,Horatio,2019-07-03,16,5,0.06,1,339,26
657217,79,Manhattan, Upper East Side,2402.916667,40.7779,-73.95246,Prime location near Central Park !!,private room,Olga,2019-07-04,1,347,4.24,2,247,118
657727,197,Manhattan, Upper West Side,5992.083333,40.78194,-73.98248,"Bright, Quiet 2 BR in Awesome Area!",entire home/apt,Mariko,2019-07-05,1,108,1.31,2,269,96
658008,75,Brooklyn, Bedford-Stuyvesant,2281.25,40.6883,-73.95375,Secret Garden,entire home/apt,Claire,2019-06-19,3,163,1.96,2,218,147
658366,127,Manhattan, Gramercy,3862.916667,40.73354,-73.98593,HEART OF NYC! Sunny furn 1 br wifi,entire home/apt,Dawn,2019-06-23,3,182,2.3,1,264,101
658515,110,Manhattan, East Harlem,3345.833333,40.8014,-73.94361,A nice quiet room in Manhattan,private room,Jay,2019-06-02,1,37,0.45,1,365,0
658932,69,Queens, Ridgewood,2098.75,40.69922,-73.90027,Cozy room on a tree lined street,private room,Erika,2019-06-22,1,30,0.4,1,0,365
660016,139,Brooklyn, Williamsburg,4227.916667,40.70249,-73.9488,"Peaceful with Windows, Brooklyn Apt",entire home/apt,Sean - Hygge Stay,2019-07-04,2,211,2.57,1,19,346
660036,113,Manhattan, Upper West Side,3437.083333,40.78754,-73.96989,Great Apt Steps from Central Park,private room,Lynne,2019-05-21,1,93,1.12,1,2,363
663608,295,Manhattan, Kips Bay,8972.916667,40.74027,-73.98061,Boho Chic Rhapsody in New York City,entire home/apt,Clara,2019-06-22,4,72,1.02,1,122,243
666613,199,Brooklyn, Williamsburg,6052.916667,40.71112,-73.96338,Amazing Williamsburg entire Loft. Floor 2B,entire home/apt,Valentin,2019-06-07,4,78,1.26,1,65,300
668691,45,Brooklyn, Bushwick,1368.75,40.68888,-73.91911,Comfy room in beautiful apartment,private room,Kate,2019-05-25,5,69,0.89,3,223,142
669633,109,Brooklyn, Gowanus,3315.416667,40.67947,-73.98458,Popular area in BK and Close to Manhattan,entire home/apt,Jackie'S Place,2019-06-10,31,114,1.38,2,110,255
669831,108,Manhattan, East Harlem,3285.0,40.79591,-73.94801,Central Park Sunny Bedroom,private room,Roxanne,2019-06-15,3,161,1.98,2,24,341
